playerID,sport,position,start_year,start_age,years_played
Cody Franson\fransco01,Hockey,D,2010,22,8
Cody Goloubef\golouco01,Hockey,D,2012,22,6
Cody Hodgson\hodgsco01,Hockey,C,2011,20,6
Cody Kunyk\kunykco01,Hockey,LW,2014,23,1
Cody McCormick\mccorco01,Hockey,C,2006,22,10
Cody McLeod\mcleoco01,Hockey,LW,2008,23,10
Colby Armstrong\armstco01,Hockey,RW,2006,23,8
Colby Cohen\cohenco01,Hockey,D,2011,21,1
Colby Robak\robakco01,Hockey,D,2012,21,4
Cole Jarrett\jarreco01,Hockey,D,2006,23,1
Cole Schneider\schneco02,Hockey,LW,2016,25,2
Colin Forbes\forbeco01,Hockey,LW,2006,29,1
Colin Fraser\fraseco01,Hockey,C,2007,22,9
Colin Greening\greenco01,Hockey,C,2011,24,6
Colin Hemingway\heminco01,Hockey,RW,2006,25,1
Colin McDonald\mcdonco01,Hockey,C,2010,25,8
Colin Miller\milleco02,Hockey,D,2016,23,2
Colin Smith\smithco01,Hockey,C,2015,21,1
Colin Stuart\stuarco01,Hockey,LW,2008,25,5
Colin White\whiteco01,Hockey,D,2006,28,7
Colin White\whiteco02,Hockey,C,2017,20,1
Colin Wilson\wilsoco01,Hockey,C,2010,20,8
Colten Teubert\teubeco01,Hockey,D,2012,21,1
Colton Gillies\gillico01,Hockey,C,2009,19,5
Colton Orr\orrco01,Hockey,RW,2006,23,10
Colton Parayko\parayco01,Hockey,D,2016,22,2
Colton Sceviour\scevico01,Hockey,C,2011,21,7
Colton Sissons\sissoco01,Hockey,C,2014,20,4
Connor Brickley\brickco01,Hockey,C,2016,23,1
Connor Brown\brownco02,Hockey,RW,2016,22,2
Connor Carrick\carrico01,Hockey,D,2014,19,4
Connor James\jamesco01,Hockey,LW,2006,23,4
Connor Jones\jonesco01,Hockey,C,2017,26,1
Connor McDavid\mcdavco01,Hockey,C,2016,19,2
Connor Murphy\murphco02,Hockey,D,2014,20,4
Conor Allen\allenco01,Hockey,D,2014,24,2
Conor Sheary\shearco01,Hockey,LW,2016,23,2
Corban Knight\knighco01,Hockey,C,2014,23,3
Corey Elkins\elkinco01,Hockey,C,2010,24,1
Corey Locke\lockeco01,Hockey,C,2008,23,4
Corey Perry\perryco01,Hockey,RW,2006,20,12
Corey Potter\potteco01,Hockey,D,2009,25,8
Corey Tropp\troppco01,Hockey,RW,2012,22,6
Cory Conacher\conacco01,Hockey,C,2013,23,5
Cory Cross\crossco01,Hockey,D,2006,35,1
Cory Emmerton\emmerco01,Hockey,C,2011,22,4
Cory Murphy\murphco01,Hockey,D,2008,29,3
Cory Sarich\saricco01,Hockey,D,2006,27,9
Cory Stillman\stillco01,Hockey,LW,2006,32,6
Craig Adams\adamscr01,Hockey,RW,2006,28,10
Craig Conroy\conrocr01,Hockey,C,2006,34,6
Craig Cunningham\cunnicr01,Hockey,RW,2014,23,3
Craig MacDonald\macdocr01,Hockey,C,2006,28,4
Craig Rivet\rivetcr01,Hockey,D,2006,31,6
Craig Smith\smithcr01,Hockey,C,2012,22,6
Craig Weller\wellecr01,Hockey,RW,2008,27,2
Cristoval Nieves\nievecr01,Hockey,C,2017,23,1
Curtis Brown\browncu01,Hockey,C,2006,29,3
Curtis Glencross\glenccu01,Hockey,LW,2007,24,9
Curtis Hamilton\hamilcu01,Hockey,LW,2015,23,1
Curtis Lazar\lazarcu01,Hockey,C,2015,19,3
Curtis McKenzie\mckencu01,Hockey,LW,2015,23,3
D.J. King\kingdj01,Hockey,LW,2007,22,6
Dainius Zubrus\zubruda01,Hockey,C,2006,27,11
Dale Weise\weiseda01,Hockey,RW,2011,22,7
Dallas Drake\drakeda01,Hockey,LW,2006,36,3
Dalton Prout\proutda01,Hockey,D,2012,21,6
Damien Brunner\brunnda01,Hockey,C,2013,26,3
Damon Severson\severda01,Hockey,D,2015,20,3
Dan Boyle\boyleda01,Hockey,D,2006,29,11
Dan Cleary\clearda01,Hockey,LW,2006,27,10
Dan Fritsche\fritsda01,Hockey,C,2006,20,4
Dan Girardi\girarda01,Hockey,D,2007,22,11
Dan Hamhuis\hamhuda01,Hockey,D,2006,23,12
Dan Hinote\hinotda01,Hockey,C,2006,29,4
Dan Jancevski\janceda01,Hockey,D,2006,24,4
Dan LaCouture\lacouda01,Hockey,LW,2006,28,4
Dan McGillis\mcgilda01,Hockey,D,2006,33,1
Dan Renouf\renouda01,Hockey,D,2017,22,1
Dan Sexton\sextoda01,Hockey,RW,2010,22,2
Dan Smith\smithda02,Hockey,D,2006,29,1
Dana Tyrell\tyrelda01,Hockey,C,2011,21,5
Dane Byers\byersda01,Hockey,LW,2008,21,5
Daniel Alfredsson\alfreda01,Hockey,RW,2006,33,9
Daniel Bang\bangda01,Hockey,RW,2013,25,1
Daniel Briere\brierda01,Hockey,C,2006,28,10
Daniel Carcillo\carcida01,Hockey,LW,2007,22,9
Daniel Carr\carrda01,Hockey,LW,2016,24,2
Daniel Catenacci\catenda01,Hockey,C,2016,22,1
Daniel O'Regan\oregada01,Hockey,C,2017,23,1
Daniel Paille\paillda01,Hockey,LW,2006,21,11
Daniel Sedin\sedinda01,Hockey,LW,2006,25,12
Daniel Sprong\spronda01,Hockey,RW,2016,18,1
Daniel Tjarnqvist\tjarnda01,Hockey,D,2006,29,4
Daniel Winnik\winnida01,Hockey,C,2008,22,10
Daniil Tarasov\tarasda01,Hockey,RW,2015,23,1
Danny Biega\biegada01,Hockey,D,2015,23,1
Danny Bois\boisda01,Hockey,RW,2007,23,1
Danny DeKeyser\dekeyda01,Hockey,D,2013,22,5
Danny Irmen\irmenda01,Hockey,C,2010,25,1
Danny Markov\markoda01,Hockey,D,2006,29,2
Danny Richmond\richmda01,Hockey,D,2006,21,3
Danny Syvret\syvreda01,Hockey,D,2006,20,6
Danton Heinen\heineda01,Hockey,C,2017,21,1
Dany Heatley\heatlda01,Hockey,LW,2006,25,10
Darcy Campbell\campbda02,Hockey,D,2007,22,1
Darcy Hordichuk\hordida01,Hockey,LW,2006,25,8
Darcy Tucker\tuckeda01,Hockey,C,2006,30,5
Darius Kasparaitis\kaspada01,Hockey,D,2006,33,2
Darnell Nurse\nurseda01,Hockey,D,2015,19,3
Darren Archibald\archida02,Hockey,RW,2014,23,1
Darren Dietz\dietzda01,Hockey,D,2016,22,1
Darren Haydar\haydada01,Hockey,RW,2007,27,4
Darren Helm\helmda01,Hockey,C,2008,21,10
Darren Langdon\langdda01,Hockey,LW,2006,35,1
Darren McCarty\mccarda02,Hockey,RW,2006,33,4
Darren Reid\reidda03,Hockey,RW,2006,22,2
Darroll Powe\poweda01,Hockey,C,2009,23,6
Darryl Bootland\bootlda01,Hockey,RW,2007,25,2
Darryl Boyce\boyceda01,Hockey,C,2008,23,5
Darryl Sydor\sydorda01,Hockey,D,2006,33,5
Dave Andreychuk*\andreda01,Hockey,LW,2006,42,1
Dave Bolland\bollada01,Hockey,C,2007,20,10
Dave Moss\mossda01,Hockey,LW,2007,25,9
Dave Scatchard\scatcda01,Hockey,C,2006,29,6
David Backes\backeda01,Hockey,C,2007,22,11
David Booth\boothda01,Hockey,LW,2007,22,9
David Brine\brineda01,Hockey,C,2008,23,1
David Broll\brollda01,Hockey,LW,2014,21,1
David Clarkson\clarkda03,Hockey,RW,2007,22,10
David Desharnais\deshada01,Hockey,C,2010,23,8
David Dziurzynski\dziurda01,Hockey,C,2013,23,4
David Gove\goveda01,Hockey,C,2006,27,2
David Hale\haleda01,Hockey,D,2006,24,6
David Jones\jonesda01,Hockey,RW,2008,23,9
David Koci\kocida01,Hockey,D,2007,25,5
David Krejci\krejcda01,Hockey,C,2007,20,11
David Laliberte\lalibda01,Hockey,RW,2010,23,1
David Legwand\legwada01,Hockey,C,2006,25,11
David Liffiton\liffida01,Hockey,D,2006,21,6
David McIntyre\mcintda01,Hockey,C,2012,24,1
David Musil\musilda01,Hockey,D,2015,21,1
David Oliver\oliveda01,Hockey,RW,2006,34,1
David Pastrnak\pastrda01,Hockey,RW,2015,18,3
David Perron\perroda01,Hockey,LW,2008,19,10
David Printz\printda01,Hockey,D,2006,25,2
David Rundblad\rundbda01,Hockey,D,2012,21,5
David Savard\savarda01,Hockey,D,2012,21,6
David Schlemko\schleda01,Hockey,D,2009,21,9
David Sloane\sloanda01,Hockey,RW,2009,23,1
David Steckel\steckda01,Hockey,C,2006,23,9
David Tanabe\tanabda01,Hockey,D,2006,25,3
David Ullstrom\ullstda01,Hockey,LW,2012,22,2
David Van Der Gulik\vandeda01,Hockey,LW,2009,25,7
David Vyborny\vyborda01,Hockey,LW,2006,31,3
David Warsofsky\warsoda01,Hockey,D,2014,23,4
David Wolf\wolfda01,Hockey,LW,2015,25,1
Davis Drewiske\drewida01,Hockey,D,2009,24,5
Daymond Langkow\langkda01,Hockey,C,2006,29,7
Dean Arsene\arsende01,Hockey,D,2010,29,1
Dean Kukan\kukande01,Hockey,D,2016,22,1
Dean McAmmond\mcammde01,Hockey,LW,2006,32,5
Denis Arkhipov\arkhide01,Hockey,C,2007,27,1
Denis Gauthier\gauthde01,Hockey,D,2006,29,4
Denis Grebeshkov\grebede01,Hockey,D,2006,22,9
Denis Gurianov\guriade01,Hockey,RW,2017,19,1
Denis Hamel\hamelde01,Hockey,LW,2006,28,2
Denis Malgin\malgide01,Hockey,C,2017,20,1
Denis Tolpeko\tolpede01,Hockey,C,2008,23,1
Dennis Everberg\everbde01,Hockey,RW,2015,23,2
Dennis Rasmussen\rasmude01,Hockey,C,2016,25,2
Dennis Seidenberg\seidede01,Hockey,D,2006,24,12
Dennis Wideman\widemde01,Hockey,D,2006,22,12
Derek Armstrong\armstde01,Hockey,C,2006,32,5
Derek Boogaard\boogade01,Hockey,LW,2006,23,6
Derek Dorsett\dorsede01,Hockey,RW,2009,22,9
Derek Forbort\forbode01,Hockey,D,2016,23,2
Derek Grant\grantde01,Hockey,C,2013,22,5
Derek Joslin\joslide01,Hockey,D,2009,21,5
Derek MacKenzie\mackede01,Hockey,C,2006,24,12
Derek Meech\meechde01,Hockey,D,2007,22,7
Derek Morris\morride01,Hockey,D,2006,27,9
Derek Peltier\peltide01,Hockey,D,2009,23,2
Derek Roy\royde01,Hockey,C,2006,22,10
Derek Ryan\ryande01,Hockey,C,2016,29,2
Derek Smith\smithde05,Hockey,D,2010,25,5
Derek Stepan\stepade01,Hockey,C,2011,20,7
Derek Whitmore\whitmde01,Hockey,LW,2012,27,1
Derian Hatcher\hatchde01,Hockey,D,2006,33,3
Derick Brassard\brassde01,Hockey,C,2008,20,10
Deron Quint\quintde01,Hockey,D,2007,30,1
Derrick Pouliot\poulide01,Hockey,D,2015,21,3
Derrick Walser\walsede01,Hockey,D,2007,28,1
Deryk Engelland\engelde01,Hockey,D,2010,27,8
Devante Smith-Pelly\smithde06,Hockey,RW,2012,19,6
Devin Setoguchi\setogde01,Hockey,RW,2008,21,10
Devin Shore\shorede01,Hockey,C,2016,21,2
Dick Tarnstrom\tarnsdi01,Hockey,D,2006,31,3
Dillon Simpson\simpsdi01,Hockey,D,2017,0,1
Dion Phaneuf\phanedi01,Hockey,D,2006,20,12
Dmitri Kalinin\kalindm01,Hockey,D,2006,25,4
Dmitrij Jaskin\jaskidm01,Hockey,RW,2013,19,5
Dmitry Afanasenkov\afanadm01,Hockey,LW,2006,25,2
Dmitry Korobov\korobdm01,Hockey,D,2014,24,1
Dmitry Kulikov\kulikdm01,Hockey,D,2010,19,8
Dmitry Orlov\orlovdm01,Hockey,D,2012,20,6
Dominic Moore\mooredo01,Hockey,C,2006,25,12
Dominik Simon\simondo01,Hockey,C,2016,21,2
Dominik Uher\uherdo01,Hockey,C,2015,22,1
Don MacLean\macledo01,Hockey,C,2006,29,2
Donald Brashear\brashdo01,Hockey,LW,2006,34,5
Doug Doull\doulldo01,Hockey,C,2006,31,1
Doug Janik\janikdo01,Hockey,D,2007,26,6
Doug O'Brien\obriedo01,Hockey,D,2006,21,1
Doug Weight\weighdo01,Hockey,C,2006,35,6
Dougie Hamilton\hamildo01,Hockey,D,2013,19,5
Douglas Murray\murrado01,Hockey,D,2006,25,9
Drake Caggiula\caggidr01,Hockey,LW,2017,22,1
Drayson Bowman\bowmadr01,Hockey,C,2010,20,6
Drew Bagnall\bagnadr01,Hockey,D,2011,27,1
Drew Doughty\doughdr01,Hockey,D,2009,19,9
Drew Fata\fatadr01,Hockey,D,2007,23,2
Drew Larman\larmadr01,Hockey,C,2007,21,4
Drew LeBlanc\lebladr01,Hockey,C,2013,23,1
Drew Miller\milledr01,Hockey,LW,2008,23,10
Drew Shore\shoredr01,Hockey,C,2013,22,5
Drew Stafford\staffdr01,Hockey,RW,2007,21,11
Duncan Keith\keithdu01,Hockey,D,2006,22,12
Duncan Milroy\milrodu01,Hockey,RW,2007,23,1
Duncan Siemens\siemedu01,Hockey,D,2015,21,3
Dustin Boyd\boyddu01,Hockey,C,2007,20,5
Dustin Brown\browndu01,Hockey,LW,2006,21,12
Dustin Byfuglien\byfugdu01,Hockey,D,2006,20,12
Dustin Jeffrey\jeffrdu01,Hockey,C,2009,20,8
Dustin Kohn\kohndu01,Hockey,D,2010,22,1
Dustin Penner\pennedu01,Hockey,LW,2006,23,9
Duvie Westcott\westcdu01,Hockey,D,2006,28,3
Dwight Helminen\helmidw01,Hockey,C,2009,25,2
Dwight King\kingdw01,Hockey,LW,2011,21,7
Dylan DeMelo\demeldy01,Hockey,D,2016,22,2
Dylan Larkin\larkidy01,Hockey,C,2016,19,2
Dylan McIlrath\mcilrdy01,Hockey,D,2014,21,4
Dylan Olsen\olsendy01,Hockey,D,2012,21,5
Dylan Reese\reesedy01,Hockey,D,2010,25,6
Dylan Strome\stromdy01,Hockey,C,2017,19,1
Ed Jovanovski\jovaned01,Hockey,D,2006,29,9
Elias Lindholm\lindhel01,Hockey,C,2014,19,4
Emerson Etem\etemem01,Hockey,LW,2013,20,5
Emile Poirier\poiriem01,Hockey,LW,2015,20,2
Enver Lisin\lisinen01,Hockey,RW,2007,20,4
Eriah Hayes\hayeser01,Hockey,RW,2014,25,2
Eric Belanger\belaner01,Hockey,C,2006,28,8
Eric Boguniecki\boguner01,Hockey,C,2006,30,2
Eric Boulton\boulter01,Hockey,LW,2006,29,11
Eric Brewer\breweer01,Hockey,D,2006,26,10
Eric Cairns\cairner01,Hockey,D,2006,31,2
Eric Chouinard\chouier01,Hockey,C,2006,25,1
Eric Daze\dazeer01,Hockey,LW,2006,30,1
Eric Desjardins\desjaer01,Hockey,D,2006,36,1
Eric Fehr\fehrer01,Hockey,C,2006,20,12
Eric Gelinas\geliner01,Hockey,D,2013,21,5
Eric Godard\godarer01,Hockey,RW,2006,25,6
Eric Gryba\grybaer01,Hockey,D,2013,24,5
Eric Healey\healeer01,Hockey,LW,2006,31,1
Eric Lindros*\lindrer01,Hockey,C,2006,32,2
Eric Meloche\melocer01,Hockey,RW,2007,30,1
Eric Nickulas\nickuer01,Hockey,RW,2006,30,1
Eric Nystrom\nystrer01,Hockey,LW,2006,22,11
Eric O'Dell\odeller01,Hockey,C,2014,23,2
Eric Perrin\perrier01,Hockey,C,2007,31,3
Eric Selleck\selleer01,Hockey,LW,2013,25,4
Eric Staal\staaler01,Hockey,C,2006,21,12
Eric Tangradi\tangrer01,Hockey,LW,2010,20,7
Eric Weinrich\weinrer01,Hockey,D,2006,39,1
Eric Wellwood\wellwer01,Hockey,LW,2011,20,3
Erik Burgdoerfer\burgder01,Hockey,D,2017,28,1
Erik Christensen\chriser01,Hockey,C,2006,22,7
Erik Cole\coleer01,Hockey,LW,2006,27,10
Erik Condra\condrer01,Hockey,RW,2011,24,7
Erik Gudbranson\gudbrer01,Hockey,D,2012,20,6
Erik Gustafsson\gustaer01,Hockey,D,2011,22,4
Erik Gustafsson\gustaer02,Hockey,D,2016,23,1
Erik Haula\haulaer01,Hockey,C,2014,22,4
Erik Johnson\johnser01,Hockey,D,2008,19,10
Erik Karlsson\karlser01,Hockey,D,2010,19,8
Erik Rasmussen\rasmuer01,Hockey,C,2006,28,2
Erik Reitz\reitzer01,Hockey,D,2006,23,4
Erik Westrum\westrer01,Hockey,C,2006,26,2
Esa Lindell\lindees01,Hockey,D,2016,21,2
Ethan Moreau\moreaet01,Hockey,LW,2006,30,7
Evan Brophey\brophev01,Hockey,C,2011,24,2
Evan McEneny\mceneev01,Hockey,D,2017,22,1
Evan Oberg\obergev01,Hockey,D,2010,21,3
Evan Rodrigues\rodriev01,Hockey,C,2016,22,2
Evander Kane\kaneev01,Hockey,C,2010,18,8
Evgeni Dadonov\dadonev01,Hockey,RW,2010,20,3
Evgeni Malkin\malkiev01,Hockey,C,2007,20,11
Evgeny Artyukhin\artyuev01,Hockey,RW,2006,22,5
Evgeny Grachev\grachev01,Hockey,C,2011,20,2
Evgeny Kuznetsov\kuzneev01,Hockey,C,2014,21,4
Evgeny Medvedev\medveev01,Hockey,D,2016,33,1
Evgeny Svechnikov\svechev01,Hockey,RW,2017,20,1
Fabian Brunnstrom\brunnfa01,Hockey,LW,2009,23,4
Fedor Fedorov\fedorfe01,Hockey,RW,2006,24,1
Fedor Tyutin\tyutife01,Hockey,D,2006,22,12
Fernando Pisani\pisanfe01,Hockey,C,2006,29,6
Filip Forsberg\forsbfi01,Hockey,C,2013,18,5
Filip Kuba\kubafi01,Hockey,D,2006,29,8
Filip Novak\novakfi01,Hockey,D,2006,23,2
Francis Bouillon\bouilfr01,Hockey,D,2006,30,9
Francis Lessard\lessafr01,Hockey,D,2006,26,6
Francis Wathier\wathifr01,Hockey,LW,2010,25,4
Francois Beauchemin\beaucfr01,Hockey,D,2006,25,12
Frank Corrado\corrafr01,Hockey,D,2013,19,5
Frank Vatrano\vatrafr01,Hockey,C,2016,21,2
Frans Nielsen\nielsfr01,Hockey,C,2007,22,11
Frantisek Kaberle\kaberfr01,Hockey,D,2006,32,4
Frazer McLaren\mclarfr01,Hockey,LW,2010,22,5
Freddie Hamilton\hamilfr01,Hockey,C,2014,22,4
Freddy Meyer\meyerfr01,Hockey,D,2006,25,6
Frederick Gaudreau\gaudrfr01,Hockey,C,2017,23,1
Frederik Gauthier\gauthfr01,Hockey,C,2016,20,2
Fredrik Claesson\claesfr01,Hockey,D,2016,23,2
Fredrik Modin\modinfr01,Hockey,LW,2006,31,6
Fredrik Sjostrom\sjostfr01,Hockey,RW,2006,22,6
Frédéric St. Denis\stdenfr01,Hockey,D,2012,26,4
Gabe Gauthier\gauthga01,Hockey,LW,2007,23,2
Gabriel Bourque\bourqga01,Hockey,LW,2012,21,6
Gabriel Carlsson\carlsga01,Hockey,D,2017,20,1
Gabriel Dumont\dumonga01,Hockey,C,2012,21,6
Gabriel Landeskog\landega01,Hockey,LW,2012,19,6
Garnet Exelby\exelbga01,Hockey,D,2006,24,5
Garnet Hathaway\hathaga01,Hockey,RW,2016,24,2
Garrett Mitchell\mitchga01,Hockey,RW,2017,25,1
Garrett Stafford\staffga01,Hockey,D,2008,28,4
Garrett Wilson\wilsoga01,Hockey,LW,2014,22,3
Garth Murray\murraga01,Hockey,C,2006,23,4
Gary Roberts\roberga01,Hockey,LW,2006,39,4
Gemel Smith\smithge02,Hockey,C,2017,22,1
Geoff Kinrade\kinrage01,Hockey,D,2009,23,1
Geoff Platt\plattge01,Hockey,C,2006,20,3
Geoff Sanderson\sandege01,Hockey,LW,2006,33,3
George Parros\parroge01,Hockey,RW,2006,26,9
Georges Laraque\laraqge01,Hockey,RW,2006,29,5
Gilbert Brule\brulegi01,Hockey,C,2006,19,9
Glen Metropolit\metrogl01,Hockey,C,2007,32,4
Glen Murray\murragl01,Hockey,RW,2006,33,3
Glen Wesley\weslegl01,Hockey,D,2006,37,3
Graham Mink\minkgr01,Hockey,C,2006,26,4
Grant Clitsome\clitsgr01,Hockey,D,2010,24,6
Grant Lewis\lewisgr01,Hockey,D,2009,24,1
Grant Marshall\marshgr01,Hockey,RW,2006,32,1
Grant Stevenson\stevegr01,Hockey,C,2006,24,1
Greg Jacina\jacingr01,Hockey,C,2006,23,2
Greg Johnson\johnsgr02,Hockey,C,2006,34,1
Greg Mauldin\mauldgr01,Hockey,C,2010,27,2
Greg McKegg\mckeggr01,Hockey,C,2014,21,4
Greg Moore\mooregr01,Hockey,RW,2008,23,3
Greg Nemisz\nemisgr01,Hockey,C,2011,20,2
Greg Pateryn\patergr01,Hockey,D,2013,22,5
Greg Rallo\rallogr01,Hockey,C,2012,30,2
Greg Stewart\stewagr01,Hockey,LW,2008,21,3
Greg Zanon\zanongr01,Hockey,D,2006,25,8
Greg de Vries\devrigr01,Hockey,D,2006,33,4
Gregory Campbell\campbgr01,Hockey,C,2006,22,11
Griffen Molino\molingr01,Hockey,C,2017,23,1
Griffin Reinhart\reinhgr01,Hockey,D,2015,21,2
Guillaume Desbiens\desbigu01,Hockey,D,2010,24,3
Guillaume Latendresse\latengu01,Hockey,RW,2007,19,7
Guillaume Lefebvre\lefebgu01,Hockey,LW,2006,24,5
Gustav Forsling\forslgu02,Hockey,D,2017,20,1
Gustav Nyquist\nyquigu01,Hockey,C,2012,22,6
Gustav Olofsson\olofsgu01,Hockey,D,2016,21,2
Hal Gill\gillha01,Hockey,D,2006,30,9
Hampus Lindholm\lindhha01,Hockey,D,2014,20,4
Harri Pesonen\pesonha01,Hockey,C,2013,24,1
Harry Zolnierczyk\zolniha01,Hockey,LW,2012,24,6
Henrik Samuelsson\samuehe01,Hockey,C,2015,20,1
Henrik Sedin\sedinhe01,Hockey,C,2006,25,12
Henrik Tallinder\tallihe01,Hockey,D,2006,27,9
Henrik Zetterberg\zettehe01,Hockey,C,2006,25,12
Hudson Fasching\faschhu01,Hockey,RW,2016,20,2
Hugh Jessiman\jessihu01,Hockey,RW,2011,26,1
Hunter Shinkaruk\shinkhu01,Hockey,C,2016,21,2
Ian Cole\coleia01,Hockey,D,2011,21,7
Ian Laperriere\laperia01,Hockey,C,2006,32,5
Ian McCoshen\mccosia01,Hockey,D,2017,21,1
Ian Moran\morania01,Hockey,D,2006,33,2
Ian White\whiteia01,Hockey,D,2006,21,8
Igor Ulanov\ulanoig01,Hockey,D,2006,36,1
Iiro Pakarinen\pakarii01,Hockey,RW,2015,23,3
Ilkka Heikkinen\heikkil01,Hockey,D,2010,25,1
Ilkka Pikkarainen\pikkail01,Hockey,RW,2010,28,1
Ilya Kovalchuk\kovalil01,Hockey,LW,2006,22,8
Ilya Zubov\zubovil01,Hockey,C,2008,20,2
Ivan Baranka\baraniv01,Hockey,D,2008,22,1
Ivan Barbashev\barbaiv01,Hockey,C,2017,21,1
Ivan Majesky\majesiv01,Hockey,D,2006,29,1
Ivan Provorov\provoiv01,Hockey,D,2017,20,1
Ivan Vishnevskiy\vishniv01,Hockey,D,2009,20,2
J.C. Lipon\liponj.01,Hockey,RW,2016,22,1
J.P. Dumont\dumonjp01,Hockey,RW,2006,27,6
J.P. Vigier\vigiejp01,Hockey,RW,2006,29,2
J.T. Brown\brownjt01,Hockey,LW,2012,21,6
J.T. Compher\comphj.01,Hockey,LW,2017,21,1
J.T. Miller\millejt01,Hockey,C,2013,19,5
J.T. Wyman\wymanja01,Hockey,RW,2010,23,4
Jaccob Slavin\slavija01,Hockey,D,2016,21,2
Jack Eichel\eicheja01,Hockey,C,2016,19,2
Jack Hillen\hilleja01,Hockey,D,2008,22,8
Jack Johnson\johnsja02,Hockey,D,2007,20,11
Jack Roslovic\rosloja01,Hockey,C,2017,20,1
Jack Skille\skillja01,Hockey,RW,2008,20,10
Jacob Josefson\josefja01,Hockey,C,2011,19,7
Jacob Larsson\larssja01,Hockey,D,2017,19,1
Jacob Trouba\troubja01,Hockey,D,2014,19,4
Jacob de La Rose\delarja01,Hockey,LW,2015,19,3
Jaden Schwartz\schwaja01,Hockey,C,2012,19,6
Jaime Sifers\siferja01,Hockey,D,2009,26,2
Jake Dotchin\dotchja01,Hockey,D,2017,22,1
Jake Dowell\dowelja01,Hockey,C,2008,22,7
Jake Gardiner\gardija01,Hockey,D,2012,21,6
Jake Guentzel\guentja01,Hockey,C,2017,22,1
Jake McCabe\mccabja01,Hockey,D,2014,20,4
Jake Muzzin\muzzija01,Hockey,D,2011,21,7
Jake Virtanen\virtaja01,Hockey,RW,2016,19,2
Jakob Chychrun\chychja01,Hockey,D,2017,18,1
Jakob Forsbacka Karlsson\forsbja01,Hockey,C,2017,20,1
Jakob Silfverberg\silfvja01,Hockey,RW,2013,22,5
Jakub Kindl\kindlja01,Hockey,D,2010,22,8
Jakub Klepis\klepija01,Hockey,C,2006,21,2
Jakub Nakladal\naklaja01,Hockey,D,2016,28,2
Jakub Petruzalek\petruja01,Hockey,C,2009,23,1
Jakub Voracek\voracja01,Hockey,RW,2009,19,9
Jakub Vrana\vranaja01,Hockey,LW,2017,20,1
Jamal Mayers\mayerja01,Hockey,C,2006,31,8
James Neal\nealja01,Hockey,LW,2009,21,9
James Sheppard\sheppja01,Hockey,C,2008,19,8
James Wisniewski\wisnija01,Hockey,D,2006,21,11
James Wright\wrighja02,Hockey,C,2010,19,5
James van Riemsdyk\vanrija01,Hockey,LW,2010,20,8
Jamie Allison\allisja01,Hockey,D,2006,30,1
Jamie Arniel\arnieja01,Hockey,C,2011,21,1
Jamie Benn\bennja01,Hockey,C,2010,20,8
Jamie Devane\devanja01,Hockey,LW,2014,22,1
Jamie Doornbosch\doornja01,Hockey,D,2011,20,1
Jamie Fraser\fraseja01,Hockey,D,2009,23,1
Jamie Fritsch\fritsja01,Hockey,D,2009,23,1
Jamie Heward\hewarja01,Hockey,D,2006,34,4
Jamie Hunt\huntja01,Hockey,D,2007,22,1
Jamie Langenbrunner\langeja01,Hockey,RW,2006,30,8
Jamie Lundmark\lundmja01,Hockey,C,2006,25,5
Jamie McBain\mcbaija02,Hockey,D,2010,21,8
Jamie McGinn\mcginja01,Hockey,LW,2009,20,9
Jamie Oleksiak\oleksja01,Hockey,D,2013,20,5
Jamie Pushor\pushoja01,Hockey,D,2006,32,1
Jamie Rivers\riverja01,Hockey,D,2006,30,2
Jamie Tardif\tardija01,Hockey,RW,2013,28,1
Jan Bulis\bulisja01,Hockey,C,2006,27,2
Jan Hejda\hejdaja01,Hockey,D,2007,28,9
Jan Hlavac\hlavaja01,Hockey,LW,2008,31,1
Jan Hrdina\hrdinja01,Hockey,C,2006,29,1
Jan Mursak\mursaja01,Hockey,LW,2011,23,3
Jani Rita\ritaja01,Hockey,LW,2006,24,1
Janis Sprukts\sprukja01,Hockey,C,2007,25,3
Janne Niinimaa\niinija01,Hockey,D,2006,30,2
Janne Niskala\niskaja01,Hockey,D,2009,27,1
Janne Pesonen\pesonja01,Hockey,LW,2009,26,1
Jannik Hansen\hanseja01,Hockey,LW,2008,21,10
Jared Boll\bollja01,Hockey,RW,2008,21,10
Jared Cowen\cowenja01,Hockey,D,2010,19,7
Jared McCann\mccanja01,Hockey,C,2016,19,2
Jared Ross\rossja01,Hockey,C,2009,26,2
Jared Spurgeon\spurgja01,Hockey,D,2011,21,7
Jared Staal\staalja01,Hockey,RW,2013,22,1
Jarkko Immonen\immonja01,Hockey,C,2006,23,2
Jarkko Ruutu\ruutuja01,Hockey,LW,2006,30,6
Jarod Palmer\palmeja01,Hockey,RW,2012,25,1
Jarome Iginla\iginlja01,Hockey,RW,2006,28,12
Jaromir Jagr\jagrja01,Hockey,RW,2006,33,12
Jaroslav Balastik\balasja01,Hockey,LW,2006,26,2
Jaroslav Hlinka\hlinkja01,Hockey,LW,2008,31,1
Jaroslav Modry\modryja01,Hockey,D,2006,34,3
Jaroslav Spacek\spaceja01,Hockey,D,2006,31,7
Jaroslav Svoboda\svoboja01,Hockey,LW,2006,25,1
Jarred Tinordi\tinorja01,Hockey,D,2013,20,4
Jarret Stoll\stollja01,Hockey,C,2006,23,11
